DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
16-Mar-21,LBTY,Liberty Kenya Holdings Ltd,6.8,10.5,8.8,9.5,9.32,8.74,0.58,6.64%,800,-
16-Mar-21,SLAM,Sanlam Kenya Plc,9.5,16.5,12,12.4,12,12.4,-0.4,3.23%,"4,900",-
16-Mar-21,CTUM,Centum Investment Company Plc,15.15,27.8,16.5,17,16.65,16.4,0.25,1.52%,"9,200",-
16-Mar-21,HAFR,Home Afrika Ltd,0.33,0.53,0.37,0.38,0.38,0.38,-,-,"29,200",-
16-Mar-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
16-Mar-21,OCH,Olympia Capital Holdings Ltd,1.81,2.6,2.29,2.3,2.29,2.25,0.04,1.78%,600,-
16-Mar-21,TCL,Trans-Century Plc,1.01,2.68,1.12,1.2,1.13,1.2,-0.07,5.83%,"93,200",-
16-Mar-21,NSE,Nairobi Securities Exchange Plc,6.5,9.98,7.54,8.1,7.74,8.06,-0.32,3.97%,"53,100",-
16-Mar-21,BOC,BOC Kenya Plc,53,72,60,60,60,60,-,-,-,-
16-Mar-21,BAT,British American Tobacco Kenya Plc,305,500,483.75,484,484,480,4,0.83%,"1,400",-
16-Mar-21,CARB,Carbacid Investments Plc,7.8,13,11,11.5,11,11.6,-0.6,5.17%,"32,500",-
16-Mar-21,EABL,East African Breweries Ltd,146,185,174,175.25,175,175,-,-,"726,700",-
16-Mar-21,FTGH,Flame Tree Group Holdings Ltd,0.76,2.01,1.25,1.33,1.28,1.27,0.01,0.79%,"14,700",-
16-Mar-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
16-Mar-21,UNGA,Unga Group Ltd,27,33,29,29,29,29,-,-,"5,000",-
16-Mar-21,SCOM,Safaricom Plc,25.95,39.95,37,38,37.4,37.35,0.05,0.13%,"8,374,200",-
16-Mar-21,FAHR,Stanlib Fahari Income-REIT,4.98,9.16,6.6,7,6.84,6.98,-0.14,2.01%,"11,400",-
16-Mar-21,GLD,ABSA NewGold ETF,"1,615.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-
16-Mar-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,195.36,188.96,190.26,189.38,189.14,0.24,0.13%,-,-
16-Mar-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,221.63,211.56,213.61,212.65,212.41,0.24,0.11%,-,-
16-Mar-21,^N20I,NSE 20-Share Index,"1,723.96","2,060.11","1,922.70","1,922.70","1,922.70","1,926.37",-3.67,0.19%,-,-
16-Mar-21,^N25I,NSE 25-Share Index,"2,935.01","3,736.79","3,627.26","3,627.26","3,627.26","3,618.98",8.28,0.23%,-,-
16-Mar-21,^NASI,NSE All-Share Index,127.01,169.11,162.82,162.82,162.82,162.52,0.3,0.18%,-,-
16-Mar-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","1,980.09","1,928.94","1,928.94","1,928.94","1,923.23",5.71,0.30%,-,-
16-Mar-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,552.69","1,513.96","1,513.96","1,513.96","1,510.17",3.79,0.25%,-,-
17-Mar-21,EGAD,Eaagads Ltd,8.2,15,13.05,13.05,13.05,13,0.05,0.38%,700,-
17-Mar-21,KUKZ,Kakuzi Plc,301,397,365,365,365,365,-,-,100,-
17-Mar-21,KAPC,Kapchorua Tea Kenya Plc,64,90,78.25,78.25,78.25,78.25,-,-,-,-
17-Mar-21,LIMT,Limuru Tea Plc,360,475,360,360,360,360,-,-,-,-
17-Mar-21,SASN,Sasini Plc,14.8,20,18,18,18,17.15,0.85,4.96%,100,-
17-Mar-21,WTK,Williamson Tea Kenya Plc,111.25,150,135,135,135,134.75,0.25,0.19%,100,-
17-Mar-21,CGEN,Car and General (K) Ltd,20,26,22.15,22.15,22.15,22.15,-,-,-,-
17-Mar-21,ABSA,ABSA Bank Kenya Plc,8.5,11.9,9.24,9.6,9.34,9.32,0.02,0.21%,"408,200",-
17-Mar-21,BKG,BK Group Plc,12.15,25.25,22,22,22,22,-,-,-,-
17-Mar-21,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,12.65,12.95,12.8,12.85,-0.05,0.39%,"162,700",-
17-Mar-21,DTK,Diamond Trust Bank Kenya Ltd,58.5,90,73,78,76.75,73.5,3.25,4.42%,400,-
17-Mar-21,EQTY,Equity Group Holdings Plc,28,43,40,40.5,40.25,40.05,0.2,0.50%,"174,300",-
17-Mar-21,HFCK,HF Group Ltd,2.86,5.48,3.48,3.48,3.48,3.44,0.04,1.16%,"14,800",-
17-Mar-21,IMH,I & M Holdings Plc,42,55,43,44.25,43,43,-,-,"96,000",-
17-Mar-21,KCB,KCB Group Plc,30,42.5,40,40.25,40.1,39.95,0.15,0.38%,"307,200",-
17-Mar-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
17-Mar-21,NCBA,NCBA Group Plc,20,31.82,24.25,24.8,24.45,24.2,0.25,1.03%,"12,000",-
17-Mar-21,SBIC,Stanbic Holdings Plc,72.25,104,85.75,85.75,85.75,86.5,-0.75,0.87%,200,-
17-Mar-21,SCBK,Standard Chartered Bank Kenya Ltd,132,200,132,134,133.75,134.25,-0.5,0.37%,"49,400",-
17-Mar-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
17-Mar-21,EVRD,Eveready East Africa Ltd,0.75,1.5,1.02,1.04,1.04,1.01,0.03,2.97%,"4,500",-
17-Mar-21,XPRS,Express Kenya Plc,2.5,6,4.28,4.28,4.28,4.28,-,-,-,-
17-Mar-21,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,-,-,-,-
17-Mar-21,LKL,Longhorn Publishers Plc,4.05,5.3,4.25,4.6,4.58,4.26,0.32,7.51%,"3,200",-
17-Mar-21,NBV,Nairobi Business Ventures Ltd,0.49,6,4.16,4.39,4.24,4.4,-0.16,3.64%,"34,400",-
17-Mar-21,NMG,Nation Media Group Plc,9,26.05,19.8,21.6,20.2,21,-0.8,3.81%,"115,400",-
17-Mar-21,SMER,Sameer Africa Plc,1.91,4.62,2.88,3.2,2.99,3.2,-0.21,6.56%,"3,000",-
17-Mar-21,SGL,Standard Group Plc,18,26.5,18.5,20.35,18.6,20.35,-1.75,8.60%,"2,300",-
17-Mar-21,TPSE,TPS Eastern Africa (Serena) Ltd,11.7,18,17.5,18,17.75,17.5,0.25,1.43%,"7,500",-
17-Mar-21,UCHM,Uchumi Supermarket Plc,0.2,0.4,0.24,0.28,0.25,0.26,-0.01,3.85%,"937,100",-
17-Mar-21,SCAN,WPP ScanGroup Plc,5.04,25,5.5,5.84,5.6,5.5,0.1,1.82%,"9,900",-
17-Mar-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
17-Mar-21,BAMB,Bamburi Cement Ltd,19.05,50,39,40,39.55,39.6,-0.05,0.13%,"33,300",-
17-Mar-21,CRWN,Crown Paints Kenya Plc,36,53,39.5,39.5,39.5,39.5,-,-,-,-
17-Mar-21,CABL,East African Cables Ltd,1.24,2.43,1.3,1.35,1.35,1.31,0.04,3.05%,"3,400",-
17-Mar-21,PORT,East African Portland Cement Ltd,7.8,16,8.42,8.42,8.42,8.42,-,-,500,-
17-Mar-21,KEGN,Kenya Electricity Generating Company Plc,4.4,6.28,4.64,4.65,4.65,4.63,0.02,0.43%,"5,107,800",-
17-Mar-21,KPLC-P4,KPLC-P4,4.5,5,5,5,5,5,-,-,-,-
17-Mar-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
17-Mar-21,KPLC,Kenya Power and Lighting Company Plc,1.16,2.5,1.36,1.4,1.38,1.39,-0.01,0.72%,"241,200",-
17-Mar-21,TOTL,Total Kenya Ltd,21,27.5,22,23.5,22.1,22.05,0.05,0.23%,"59,300",-
17-Mar-21,UMME,Umeme Ltd,6.36,8.6,6.6,6.6,6.6,6.6,-,-,-,-
17-Mar-21,BRIT,Britam Holdings Plc,6,10.65,7.3,7.7,7.34,7.22,0.12,1.66%,"29,700",-
17-Mar-21,CIC,CIC Insurance Group Ltd,1.95,2.65,2.25,2.32,2.26,2.17,0.09,4.15%,"303,900",-
17-Mar-21,JUB,Jubilee Holdings Ltd,210,296,280,280,280,276,4,1.45%,"12,600",-
17-Mar-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.51,2.69,2.62,2.54,0.08,3.15%,"33,000",-
17-Mar-21,LBTY,Liberty Kenya Holdings Ltd,6.8,10.5,8.7,9.5,9.14,9.32,-0.18,1.93%,"9,200",-
17-Mar-21,SLAM,Sanlam Kenya Plc,9.5,16.5,11.6,12,11.95,12,-0.05,0.42%,"2,000",-
17-Mar-21,CTUM,Centum Investment Company Plc,15.15,27.8,16.5,16.8,16.5,16.65,-0.15,0.90%,"147,300",-
17-Mar-21,HAFR,Home Afrika Ltd,0.33,0.53,0.38,0.38,0.38,0.38,-,-,"19,800",-
17-Mar-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
17-Mar-21,OCH,Olympia Capital Holdings Ltd,1.81,2.6,2.29,2.29,2.29,2.29,-,-,"1,100",-
17-Mar-21,TCL,Trans-Century Plc,1.01,2.68,1.1,1.2,1.11,1.13,-0.02,1.77%,"22,500",-
17-Mar-21,NSE,Nairobi Securities Exchange Plc,6.5,9.98,7.9,8.1,7.92,7.74,0.18,2.33%,800,-
17-Mar-21,BOC,BOC Kenya Plc,53,72,58,60,58.75,60,-1.25,2.08%,"2,700",-
17-Mar-21,BAT,British American Tobacco Kenya Plc,305,500,480,484,480.25,484,-3.75,0.77%,"36,500",-
17-Mar-21,CARB,Carbacid Investments Plc,7.8,13,11,11.6,11.2,11,0.2,1.82%,"11,200",-
17-Mar-21,EABL,East African Breweries Ltd,146,185,172,175.25,174.25,175,-0.75,0.43%,"22,200",-
17-Mar-21,FTGH,Flame Tree Group Holdings Ltd,0.76,2.01,1.33,1.33,1.33,1.28,0.05,3.91%,200,-
17-Mar-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
17-Mar-21,UNGA,Unga Group Ltd,27,33,29,29,29,29,-,-,-,-
17-Mar-21,SCOM,Safaricom Plc,25.95,39.95,37.4,38,37.55,37.4,0.15,0.40%,"232,900",-
17-Mar-21,FAHR,Stanlib Fahari Income-REIT,4.98,9.16,7,7,7,6.84,0.16,2.34%,"10,100",-
17-Mar-21,GLD,ABSA NewGold ETF,"1,615.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-
17-Mar-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,195.36,189.18,190.26,189.84,189.38,0.46,0.24%,-,-
17-Mar-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,221.63,212.65,214.59,213.38,212.65,0.73,0.34%,-,-
17-Mar-21,^N20I,NSE 20-Share Index,"1,723.96","2,060.11","1,930.06","1,930.06","1,930.06","1,922.70",7.36,0.38%,-,-
17-Mar-21,^N25I,NSE 25-Share Index,"2,935.01","3,736.79","3,637.24","3,637.24","3,637.24","3,627.26",9.98,0.28%,-,-
17-Mar-21,^NASI,NSE All-Share Index,127.01,169.11,163.33,163.33,163.33,162.82,0.51,0.31%,-,-
17-Mar-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","1,980.09","1,933.82","1,933.82","1,933.82","1,928.94",4.88,0.25%,-,-
17-Mar-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,552.69","1,516.41","1,516.41","1,516.41","1,513.96",2.45,0.16%,-,-
18-Mar-21,EGAD,Eaagads Ltd,8.2,15,13.05,13.05,13.05,13.05,-,-,-,-
18-Mar-21,KUKZ,Kakuzi Plc,301,397,360,360,360,365,-5,1.37%,100,-
18-Mar-21,KAPC,Kapchorua Tea Kenya Plc,64,90,84,84,84,78.25,5.75,7.35%,100,-
18-Mar-21,LIMT,Limuru Tea Plc,360,475,360,360,360,360,-,-,-,-
18-Mar-21,SASN,Sasini Plc,14.8,20,17.95,17.95,17.95,18,-0.05,0.28%,100,-
18-Mar-21,WTK,Williamson Tea Kenya Plc,111.25,150,135,135,135,135,-,-,"1,100",-
18-Mar-21,CGEN,Car and General (K) Ltd,20,26,22.15,22.15,22.15,22.15,-,-,-,-
18-Mar-21,ABSA,ABSA Bank Kenya Plc,8.5,11.9,9.34,9.5,9.38,9.34,0.04,0.43%,"160,300",-
18-Mar-21,BKG,BK Group Plc,12.15,25.25,22,22,22,22,-,-,-,-
18-Mar-21,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,12.85,14.05,13.25,12.8,0.45,3.52%,"715,200",-
18-Mar-21,DTK,Diamond Trust Bank Kenya Ltd,58.5,90,74.75,74.75,74.75,76.75,-2,2.61%,"1,600",-
18-Mar-21,EQTY,Equity Group Holdings Plc,28,43,40.2,42.35,41.75,40.25,1.5,3.73%,"1,203,800",-
18-Mar-21,HFCK,HF Group Ltd,2.86,5.48,3.4,3.5,3.48,3.48,-,-,"117,400",-
18-Mar-21,IMH,I & M Holdings Plc,42,55,43,43,43,43,-,-,"21,500",-
18-Mar-21,KCB,KCB Group Plc,30,42.5,40.05,41.95,40.85,40.1,0.75,1.87%,"989,000",-
18-Mar-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
18-Mar-21,NCBA,NCBA Group Plc,20,31.82,24.8,25.25,25.05,24.45,0.6,2.45%,"27,900",-
18-Mar-21,SBIC,Stanbic Holdings Plc,72.25,104,85.25,85.25,85.25,85.75,-0.5,0.58%,200,-
18-Mar-21,SCBK,Standard Chartered Bank Kenya Ltd,132,200,133.75,134,133.75,133.75,-,-,"7,600",-
18-Mar-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
18-Mar-21,EVRD,Eveready East Africa Ltd,0.75,1.5,1.02,1.02,1.02,1.04,-0.02,1.92%,500,-
18-Mar-21,XPRS,Express Kenya Plc,2.5,6,4,4,4,4.28,-0.28,6.54%,100,-
18-Mar-21,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,-,-,-,-
18-Mar-21,LKL,Longhorn Publishers Plc,4.05,5.3,4.4,4.4,4.4,4.58,-0.18,3.93%,"1,000",-
18-Mar-21,NBV,Nairobi Business Ventures Ltd,0.49,6,4.39,4.39,4.39,4.24,0.15,3.54%,300,-
18-Mar-21,NMG,Nation Media Group Plc,9,26.05,19.3,20.3,19.6,20.2,-0.6,2.97%,"14,000",-
18-Mar-21,SMER,Sameer Africa Plc,1.91,4.62,2.99,3.28,3.28,2.99,0.29,9.70%,"10,000",-
18-Mar-21,SGL,Standard Group Plc,18,26.5,18.6,18.6,18.6,18.6,-,-,-,-
18-Mar-21,TPSE,TPS Eastern Africa (Serena) Ltd,11.7,18,18,18,18,17.75,0.25,1.41%,500,-
18-Mar-21,UCHM,Uchumi Supermarket Plc,0.2,0.4,0.24,0.25,0.24,0.25,-0.01,4.00%,"100,000",-
18-Mar-21,SCAN,WPP ScanGroup Plc,5.04,25,5.5,5.88,5.62,5.6,0.02,0.36%,"32,300",-
18-Mar-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
18-Mar-21,BAMB,Bamburi Cement Ltd,19.05,50,39.95,40,40,39.55,0.45,1.14%,"54,900",-
18-Mar-21,CRWN,Crown Paints Kenya Plc,36,53,41,41,41,39.5,1.5,3.80%,100,-
18-Mar-21,CABL,East African Cables Ltd,1.24,2.43,1.34,1.39,1.37,1.35,0.02,1.48%,"3,400",-
18-Mar-21,PORT,East African Portland Cement Ltd,7.8,16,8,8,8,8.42,-0.42,4.99%,500,-
18-Mar-21,KEGN,Kenya Electricity Generating Company Plc,4.4,6.28,4.56,4.65,4.65,4.65,-,-,"295,200",-
18-Mar-21,KPLC-P4,KPLC-P4,4.5,5,5,5,5,5,-,-,-,-
18-Mar-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
18-Mar-21,KPLC,Kenya Power and Lighting Company Plc,1.16,2.5,1.35,1.39,1.36,1.38,-0.02,1.45%,"947,500",-
18-Mar-21,TOTL,Total Kenya Ltd,21,27.5,22.1,24.1,23.95,22.1,1.85,8.37%,"2,400",-
18-Mar-21,UMME,Umeme Ltd,6.36,8.6,6.62,6.62,6.62,6.6,0.02,0.30%,100,-
18-Mar-21,BRIT,Britam Holdings Plc,6,10.65,7.3,7.5,7.32,7.34,-0.02,0.27%,"49,800",-
18-Mar-21,CIC,CIC Insurance Group Ltd,1.95,2.65,2.25,2.3,2.25,2.26,-0.01,0.44%,"249,100",-
18-Mar-21,JUB,Jubilee Holdings Ltd,210,296,280,280,280,280,-,-,"25,100",-
18-Mar-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.6,2.7,2.62,2.62,-,-,"16,900",-
18-Mar-21,LBTY,Liberty Kenya Holdings Ltd,6.8,10.5,8.76,9,8.78,9.14,-0.36,3.94%,"1,700",-
18-Mar-21,SLAM,Sanlam Kenya Plc,9.5,16.5,11.6,11.9,11.65,11.95,-0.3,2.51%,"5,000",-
18-Mar-21,CTUM,Centum Investment Company Plc,15.15,27.8,16.05,17,16.15,16.5,-0.35,2.12%,"134,700",-
18-Mar-21,HAFR,Home Afrika Ltd,0.33,0.53,0.38,0.38,0.38,0.38,-,-,"10,800",-
18-Mar-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
18-Mar-21,OCH,Olympia Capital Holdings Ltd,1.81,2.6,2.29,2.29,2.29,2.29,-,-,-,-
18-Mar-21,TCL,Trans-Century Plc,1.01,2.68,1.12,1.2,1.2,1.11,0.09,8.11%,"7,200",-
18-Mar-21,NSE,Nairobi Securities Exchange Plc,6.5,9.98,8.1,8.1,8.1,7.92,0.18,2.27%,200,-
18-Mar-21,BOC,BOC Kenya Plc,53,72,58.75,60,59.25,58.75,0.5,0.85%,"1,400",-
18-Mar-21,BAT,British American Tobacco Kenya Plc,305,500,480,484,484,480.25,3.75,0.78%,"10,100",-
18-Mar-21,CARB,Carbacid Investments Plc,7.8,13,11.1,11.7,11.5,11.2,0.3,2.68%,"3,000",-
18-Mar-21,EABL,East African Breweries Ltd,146,185,170,174.75,172,174.25,-2.25,1.29%,"8,700",-
18-Mar-21,FTGH,Flame Tree Group Holdings Ltd,0.76,2.01,1.3,1.3,1.3,1.33,-0.03,2.26%,"1,100",-
18-Mar-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
18-Mar-21,UNGA,Unga Group Ltd,27,33,31,31,31,29,2,6.90%,100,-
18-Mar-21,SCOM,Safaricom Plc,25.95,39.95,37.6,38.4,38.1,37.55,0.55,1.46%,"1,857,800",-
18-Mar-21,FAHR,Stanlib Fahari Income-REIT,4.98,9.16,6.8,7,6.82,7,-0.18,2.57%,800,-
18-Mar-21,GLD,ABSA NewGold ETF,"1,615.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-
18-Mar-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,195.36,189.84,194.84,192.82,189.84,2.98,1.57%,-,-
18-Mar-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,221.63,213.38,218.18,216.4,213.38,3.02,1.42%,-,-
18-Mar-21,^N20I,NSE 20-Share Index,"1,723.96","2,060.11","1,936.22","1,936.22","1,936.22","1,930.06",6.16,0.32%,-,-
18-Mar-21,^N25I,NSE 25-Share Index,"2,935.01","3,736.79","3,685.25","3,685.25","3,685.25","3,637.24",48.01,1.32%,-,-
18-Mar-21,^NASI,NSE All-Share Index,127.01,169.11,165.42,165.42,165.42,163.33,2.09,1.28%,-,-
18-Mar-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","1,980.09","1,962.15","1,962.15","1,962.15","1,933.82",28.33,1.46%,-,-
18-Mar-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,552.69","1,537.93","1,537.93","1,537.93","1,516.41",21.52,1.42%,-,-
19-Mar-21,EGAD,Eaagads Ltd,8.2,15,13.05,13.05,13.05,13.05,-,-,-,-
19-Mar-21,KUKZ,Kakuzi Plc,310,397,360,360,360,360,-,-,-,-
19-Mar-21,KAPC,Kapchorua Tea Kenya Plc,66.5,90,84,85,85,84,1,1.19%,"5,800",-
19-Mar-21,LIMT,Limuru Tea Plc,360,475,360,360,360,360,-,-,-,-
19-Mar-21,SASN,Sasini Plc,14.8,20,17,17,17,17.95,-0.95,5.29%,"1,000",-
19-Mar-21,WTK,Williamson Tea Kenya Plc,112,150,135,135,135,135,-,-,"4,600",-
19-Mar-21,CGEN,Car and General (K) Ltd,20,26,22.15,22.15,22.15,22.15,-,-,-,-
19-Mar-21,ABSA,ABSA Bank Kenya Plc,8.5,11.9,9.4,9.5,9.44,9.38,0.06,0.64%,"17,200",-
19-Mar-21,BKG,BK Group Plc,12.15,26,22.5,22.5,22.5,22,0.5,2.27%,200,-
19-Mar-21,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,13.5,14.05,13.9,13.25,0.65,4.91%,"309,100",-
19-Mar-21,DTK,Diamond Trust Bank Kenya Ltd,58.5,90,73,74,73.75,74.75,-1,1.34%,"2,600",-
19-Mar-21,EQTY,Equity Group Holdings Plc,28,43,38.85,42,41.65,41.75,-0.1,0.24%,"1,968,100",-
19-Mar-21,HFCK,HF Group Ltd,2.86,5.48,3.4,3.48,3.42,3.48,-0.06,1.72%,"1,600",-
19-Mar-21,IMH,I & M Holdings Plc,42,55,43,44.95,43.2,43,0.2,0.47%,"1,900",-
19-Mar-21,KCB,KCB Group Plc,30,42.5,40.5,41.9,41.35,40.85,0.5,1.22%,"438,000",-
19-Mar-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
19-Mar-21,NCBA,NCBA Group Plc,20,31.82,24.8,25.25,24.95,25.05,-0.1,0.40%,"32,500",-
19-Mar-21,SBIC,Stanbic Holdings Plc,72.25,101.5,85.25,85.25,85.25,85.25,-,-,-,-
19-Mar-21,SCBK,Standard Chartered Bank Kenya Ltd,132,194,133,134,133,133.75,-0.75,0.56%,"49,700",-
19-Mar-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
19-Mar-21,EVRD,Eveready East Africa Ltd,0.75,1.5,1.02,1.12,1.03,1.02,0.01,0.98%,"12,600",-
19-Mar-21,XPRS,Express Kenya Plc,2.5,6,4.28,4.28,4.28,4,0.28,7.00%,200,-
19-Mar-21,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,-,-,-,-
19-Mar-21,LKL,Longhorn Publishers Plc,4.05,5.3,4.5,4.5,4.5,4.4,0.1,2.27%,600,-
19-Mar-21,NBV,Nairobi Business Ventures Ltd,0.49,6,4.05,4.39,4.15,4.39,-0.24,5.47%,"149,800",-
19-Mar-21,NMG,Nation Media Group Plc,9,26.05,18.3,19.5,18.55,19.6,-1.05,5.36%,"48,600",-
19-Mar-21,SMER,Sameer Africa Plc,1.91,4.62,3.2,3.28,3.26,3.28,-0.02,0.61%,"1,300",-
19-Mar-21,SGL,Standard Group Plc,18,26.5,20.35,20.35,20.35,18.6,1.75,9.41%,100,-
19-Mar-21,TPSE,TPS Eastern Africa (Serena) Ltd,11.7,18,17.5,18,18,18,-,-,"38,400",-
19-Mar-21,UCHM,Uchumi Supermarket Plc,0.2,0.4,0.23,0.26,0.24,0.24,-,-,"225,900",-
19-Mar-21,SCAN,WPP ScanGroup Plc,5.04,25,5.5,5.8,5.5,5.62,-0.12,2.14%,"72,800",-
19-Mar-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
19-Mar-21,BAMB,Bamburi Cement Ltd,19.05,48,39.5,40,39.65,40,-0.35,0.88%,"3,500",-
19-Mar-21,CRWN,Crown Paints Kenya Plc,36,53,39,39,39,41,-2,4.88%,100,-
19-Mar-21,CABL,East African Cables Ltd,1.24,2.43,1.29,1.39,1.38,1.37,0.01,0.73%,"21,100",-
19-Mar-21,PORT,East African Portland Cement Ltd,7.8,16,8,8.52,8.26,8,0.26,3.25%,400,-
19-Mar-21,KEGN,Kenya Electricity Generating Company Plc,4.2,6.28,4.6,4.7,4.63,4.65,-0.02,0.43%,"115,000",-
19-Mar-21,KPLC-P4,KPLC-P4,4.5,5,5,5,5,5,-,-,-,-
19-Mar-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
19-Mar-21,KPLC,Kenya Power and Lighting Company Plc,1.16,2.5,1.34,1.38,1.36,1.36,-,-,"3,859,600",-
19-Mar-21,TOTL,Total Kenya Ltd,21,27.5,23,23,23,23.95,-0.95,3.97%,500,-
19-Mar-21,UMME,Umeme Ltd,5.8,8.6,6.62,6.62,6.62,6.62,-,-,-,-
19-Mar-21,BRIT,Britam Holdings Plc,6,10.65,7.24,7.5,7.32,7.32,-,-,"23,200",-
19-Mar-21,CIC,CIC Insurance Group Ltd,1.95,2.65,2.25,2.3,2.29,2.25,0.04,1.78%,"232,900",-
19-Mar-21,JUB,Jubilee Holdings Ltd,210,299.75,284.5,285,285,280,5,1.79%,"9,900",-
19-Mar-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.6,2.69,2.65,2.62,0.03,1.15%,"15,700",-
19-Mar-21,LBTY,Liberty Kenya Holdings Ltd,6.8,10.5,8.7,9.4,8.76,8.78,-0.02,0.23%,"1,100",-
19-Mar-21,SLAM,Sanlam Kenya Plc,9.5,16.5,11.65,11.65,11.65,11.65,-,-,-,-
19-Mar-21,CTUM,Centum Investment Company Plc,15.15,27.8,16.25,16.9,16.5,16.15,0.35,2.17%,"271,600",-
19-Mar-21,HAFR,Home Afrika Ltd,0.33,0.53,0.37,0.39,0.37,0.38,-0.01,2.63%,"30,800",-
19-Mar-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
19-Mar-21,OCH,Olympia Capital Holdings Ltd,1.81,2.6,2.29,2.29,2.29,2.29,-,-,-,-
19-Mar-21,TCL,Trans-Century Plc,1.01,2.68,1.12,1.16,1.12,1.2,-0.08,6.67%,"6,900",-
19-Mar-21,NSE,Nairobi Securities Exchange Plc,6.5,9.98,7.92,8,8,8.1,-0.1,1.23%,"6,900",-
19-Mar-21,BOC,BOC Kenya Plc,53,71,59.25,59.25,59.25,59.25,-,-,-,-
19-Mar-21,BAT,British American Tobacco Kenya Plc,305,500,484,484,484,484,-,-,400,-
19-Mar-21,CARB,Carbacid Investments Plc,7.8,13,11.2,11.6,11.55,11.5,0.05,0.43%,"10,700",-
19-Mar-21,EABL,East African Breweries Ltd,148,185,170,170.5,170,172,-2,1.16%,"38,600",-
19-Mar-21,FTGH,Flame Tree Group Holdings Ltd,0.76,2.01,1.27,1.3,1.29,1.3,-0.01,0.77%,"13,900",-
19-Mar-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
19-Mar-21,UNGA,Unga Group Ltd,27,33,31,31,31,31,-,-,-,-
19-Mar-21,SCOM,Safaricom Plc,25.95,39.95,38.2,39,38.6,38.1,0.5,1.31%,"3,192,500",-
